step,from,to
2137,193,76
2138,76,151
2139,151,88
2140,88,140
2141,140,239
2142,239,122
2143,122,22
2144,22,101
2145,101,162
2146,162,70
2147,70,183
2148,183,64
2149,64,169
2150,169,84
2151,84,188
2152,188,51
2153,51,175
2154,175,74
2155,74,178
2156,178,43
2157,43,198
2158,198,63
2159,63,191
2160,191,56
2161,56,171
2162,171,78
2163,78,141
2164,141,93
2165,93,156
2166,156,29
2167,29,197
2168,197,17
2169,17,150
2170,150,91
2171,91,173
2172,173,77
2173,77,189
2174,189,23
2175,23,140
2176,140,211
2177,211,45
2178,45,175
2179,175,56
2180,56,197
2181,197,39
2182,39,187
2183,187,127
2184,127,19
2185,19,147
2186,147,65
2187,65,180
2188,180,41
2189,41,196
2190,196,48
2191,48,181
2192,181,59
2193,59,173
2194,173,85
2195,85,162
2196,162,90
2197,90,149
2198,149,70
2199,70,177
2200,177,51
2201,51,148
2202,148,95
2203,95,145
2204,145,61
2205,61,187
2206,187,55
2207,55,179
2208,179,66
2209,66,166
2210,166,85
2211,85,170
2212,170,63
2213,63,204
2214,204,35
2215,35,191
2216,191,45
2217,45,118
2218,118,229
2219,229,141
2220,141,82
2221,82,172
2222,172,77
2223,77,163
2224,163,87
2225,87,150
2226,150,98
2227,98,163
2228,163,63
2229,63,185
2230,185,78
2231,78,153
2232,153,73
2233,73,195
2234,195,27
2235,27,107
2236,107,2
2237,2,121
2238,121,16
2239,16,195
2240,195,49
2241,49,225
2242,225,110
2243,110,39
2244,39,205
2245,205,36
2246,36,192
2247,192,25
2248,25,121
2249,121,3
2250,3,125
2251,125,213
2252,213,41
2253,41,189
2254,189,42
2255,42,208
2256,208,124
2257,124,238
2258,238,131
2259,131,218
2260,218,144
2261,144,10
2262,10,119
2263,119,211
2264,211,39
2265,39,208
2266,208,34
2267,34,201
2268,201,68
2269,68,155
2270,155,82
2271,82,189
2272,189,49
2273,49,205
2274,205,24
2275,24,115
2276,115,221
2277,221,89
2278,89,140
2279,140,90
2280,90,168
2281,168,78
2282,78,138
2283,138,216
2284,216,118
2285,118,16
2286,16,136
2287,136,60
2288,60,151
2289,151,79
2290,79,178
2291,178,73
2292,73,187
2293,187,46
2294,46,181
2295,181,43
2296,43,202
2297,202,61
2298,61,179
2299,179,53
2300,53,174
2301,174,81
2302,81,151
2303,151,86
2304,86,157
2305,157,63
2306,63,176
2307,176,52
2308,52,184
2309,184,126
2310,126,185
2311,185,70
2312,70,191
2313,191,72
2314,72,158
2315,158,66
2316,66,169
2317,169,57
2318,57,207
2319,207,137
2320,137,7
2321,7,135
2322,135,5
2323,5,114
2324,114,27
2325,27,209
2326,209,60
2327,60,196
2328,196,64
2329,64,184
2330,184,37
2331,37,198
2332,198,47
2333,47,203
2334,203,44
2335,44,223
2336,223,88
2337,88,142
2338,142,22
2339,22,124
2340,124,200
2341,200,41
2342,41,109
2343,109,16
2344,16,130
2345,130,217
2346,217,139
2347,139,69
2348,69,194
2349,194,126
2350,126,234
2351,234,106
2352,106,28
2353,28,103
2354,103,161
2355,161,58
2356,58,160
2357,160,99
2358,99,148
2359,148,228
2360,228,108
2361,108,26
2362,26,119
2363,119,4
2364,4,151
2365,151,68
2366,68,167
2367,167,86
2368,86,146
2369,146,73
2370,73,167
2371,167,54
2372,54,171
2373,171,55
2374,55,166
2375,166,98
2376,98,144
2377,144,88
2378,88,0
2379,0,98
2380,98,169
2381,169,44
2382,44,210
2383,210,41
2384,41,179
2385,179,46
2386,46,202
2387,202,30
2388,30,182
2389,182,38
2390,38,111
2391,111,230
2392,230,100
2393,100,239
2394,239,137
2395,137,84
2396,84,163
2397,163,48
2398,48,178
2399,178,65
2400,65,194
2401,194,40
2402,40,186
2403,186,52
2404,52,192
2405,192,61
2406,61,160
2407,160,86
2408,86,152
2409,152,83
2410,83,177
2411,177,75
2412,75,148
2413,148,71
2414,71,173
2415,173,81
2416,81,196
2417,196,51
2418,51,180
2419,180,52
2420,52,198
2421,198,32
2422,32,214
2423,214,42
2424,42,197
2425,197,36
2426,36,113
2427,113,174
2428,174,61
2429,61,150
2430,150,8
2431,8,122
2432,122,221
2433,221,41
2434,41,183
2435,183,65
2436,65,161
2437,161,102
2438,102,9
2439,9,134
2440,134,214
2441,214,142
2442,142,228
2443,228,128
2444,128,235
2445,235,113
2446,113,35
2447,35,202
2448,202,122
2449,122,26
2450,26,190
2451,190,59
2452,59,169
2453,169,83
2454,83,138
2455,138,212
2456,212,30
2457,30,210
2458,210,121
2459,121,219
2460,219,111
2461,111,37
2462,37,218
2463,218,123
2464,123,227
2465,227,53
2466,53,172
2467,172,47
2468,47,190
2469,190,88
2470,88,155
2471,155,67
2472,67,204
2473,204,23
2474,23,124
2475,124,31
2476,31,103
2477,103,159
2478,159,69
2479,69,150
2480,150,92
2481,92,143
2482,143,62
2483,62,186
2484,186,76
2485,76,156
2486,156,87
2487,87,146
2488,146,223
2489,223,110
2490,110,228
2491,228,119
2492,119,31
2493,31,204
2494,204,125
2495,125,18
2496,18,194
2497,194,46
2498,46,209
2499,209,40
2500,40,110
2501,110,15
2502,15,196
2503,196,74
2504,74,157
2505,157,57
2506,57,179
2507,179,71
2508,71,189
2509,189,107
2510,107,229
2511,229,102
2512,102,237
2513,237,95
2514,95,236
2515,236,109
2516,109,13
2517,13,154
2518,154,77
2519,77,175
2520,175,80
2521,80,159
2522,159,62
2523,62,191
2524,191,53
2525,53,165
2526,165,102
2527,102,190
2528,190,65
2529,65,169
2530,169,89
2531,89,175
2532,175,116
2533,116,214
2534,214,49
2535,49,194
2536,194,26
2537,26,153
2538,153,14
2539,14,120
2540,120,44
2541,44,216
2542,216,124
2543,124,25
2544,25,141
2545,141,1
2546,1,92
2547,92,185
2548,185,43
2549,43,222
2550,222,113
2551,113,4
2552,4,133
2553,133,20
2554,20,181
2555,181,74
2556,74,187
2557,187,12
2558,12,137
2559,137,206
2560,206,33
2561,33,192
2562,192,46
2563,46,173
2564,173,62
2565,62,179
2566,179,76
2567,76,171
2568,171,63
2569,63,183
2570,183,60
2571,60,197
2572,197,54
2573,54,182
2574,182,70
2575,70,202
2576,202,136
2577,136,223
2578,223,135
2579,135,32
2580,32,112
2581,112,217
2582,217,35
2583,35,135
2584,135,233
2585,233,118
2586,118,22
2587,22,187
2588,187,57
2589,57,199
2590,199,51
2591,51,193
2592,193,57
2593,57,132
2594,132,226
2595,226,50
2596,50,201
2597,201,42
2598,42,110
2599,110,28
2600,28,108
2601,108,16
2602,16,198
2603,198,116
2604,116,177
2605,177,101
2606,101,167
2607,167,95
2608,95,159
2609,159,76
2610,76,137
2611,137,219
2612,219,139
2613,139,226
2614,226,147
2615,147,81
2616,81,165
2617,165,59
2618,59,177
2619,177,80
2620,80,141
2621,141,11
2622,11,150
2623,150,99
2624,99,16
2625,16,148
2626,148,93
2627,93,238
2628,238,84
2629,84,176
2630,176,43
2631,43,206
2632,206,46
2633,46,212
2634,212,40
2635,40,206
2636,206,130
2637,130,229
2638,229,56
2639,56,194
2640,194,83
2641,83,186
2642,186,51
2643,51,215
2644,215,131
2645,131,235
2646,235,116
2647,116,25
2648,25,135
2649,135,20
2650,20,201
2651,201,45
2652,45,196
2653,196,55
2654,55,133
2655,133,52
2656,52,175
2657,175,103
2658,103,29
2659,29,105
2660,105,229
2661,229,129
2662,129,200
2663,200,44
2664,44,182
2665,182,66
2666,66,171
2667,171,87
2668,87,169
2669,169,74
2670,74,167
2671,167,88
2672,88,164
2673,164,103
2674,103,13
2675,13,143
2676,143,93
2677,93,229
2678,229,120
2679,120,197
2680,197,70
2681,70,190
2682,190,80
2683,80,181
2684,181,67
2685,67,192
2686,192,59
2687,59,184
2688,184,50
2689,50,197
2690,197,46
2691,46,117
2692,117,230
2693,230,101
2694,101,173
2695,173,65
2696,65,198
2697,198,42
2698,42,211
2699,211,38
2700,38,219
2701,219,116
2702,116,207
2703,207,41
2704,41,204
2705,204,38
2706,38,210
2707,210,124
2708,124,5
2709,5,97
2710,97,168
2711,168,51
2712,51,176
2713,176,61
2714,61,153
2715,153,79
2716,79,169
2717,169,71
2718,71,162
2719,162,79
2720,79,142
2721,142,86
2722,86,178
2723,178,58
2724,58,191
2725,191,51
2726,51,161
2727,161,88
2728,88,159
2729,159,104
2730,104,32
2731,32,199
2732,199,48
2733,48,186
2734,186,71
2735,71,190
2736,190,61
2737,61,162
2738,162,48
2739,48,204
2740,204,45
2741,45,208
2742,208,26
2743,26,206
2744,206,65
2745,65,175
2746,175,83
2747,83,170
2748,170,49
2749,49,200
2750,200,133
2751,133,19
2752,19,150
2753,150,54
2754,54,193
2755,193,27
2756,27,155
2757,155,91
2758,91,147
2759,147,99
2760,99,186
2761,186,125
2762,125,188
2763,188,42
2764,42,192
2765,192,55
2766,55,175
2767,175,57
2768,57,183
2769,183,85
2770,85,172
2771,172,75
2772,75,214
2773,214,39
2774,39,201
2775,201,54
2776,54,136
2777,136,231
2778,231,115
2779,115,2
2780,2,127
2781,127,189
2782,189,121
2783,121,10
2784,10,152
2785,152,95
2786,95,234
2787,234,110
2788,110,226
2789,226,102
2790,102,156
2791,156,73
2792,73,182
2793,182,72
2794,72,148
2795,148,78
2796,78,188
2797,188,49
2798,49,172
2799,172,62
2800,62,175
2801,175,90
2802,90,148
2803,148,7
2804,7,128
2805,128,25
2806,25,207
2807,207,35
2808,35,216
2809,216,45
2810,45,224
2811,224,107
2812,107,26
2813,26,78
2814,78,155
2815,155,74
2816,74,173
2817,173,58
2818,58,142
2819,142,220
2820,220,114
2821,114,20
2822,20,147
2823,147,96
2824,96,221
2825,221,141
2826,141,94
2827,94,171
2828,171,68
2829,68,187
2830,187,45
2831,45,194
2832,194,50
2833,50,181
2834,181,73
2835,73,164
2836,164,83
2837,83,179
2838,179,64
2839,64,191
2840,191,69
2841,69,180
2842,180,56
2843,56,186
2844,186,23
2845,23,76
2846,76,163
2847,163,70
2848,70,179
2849,179,45
2850,45,205
2851,205,32
2852,32,155
2853,155,93
2854,93,142
2855,142,215
2856,215,36
2857,36,202
2858,202,21
2859,21,208
2860,208,35
2861,35,219
2862,219,30
2863,30,171
2864,171,72
2865,72,189
2866,189,66
2867,66,156
2868,156,90
2869,90,238
2870,238,128
2871,128,210
2872,210,43
2873,43,209
2874,209,139
2875,139,233
2876,233,121
2877,121,26
2878,26,73
2879,73,218
2880,218,84
2881,84,162
2882,162,103
2883,103,163
2884,163,57
2885,57,194
2886,194,34
2887,34,154
2888,154,86
2889,86,174
2890,174,97
2891,97,152
2892,152,52
2893,52,183
2894,183,47
2895,47,196
2896,196,40
2897,40,199
2898,199,53
2899,53,186
2900,186,80
2901,80,146
2902,146,85
2903,85,161
2904,161,59
2905,59,230
2906,230,86
2907,86,196
2908,196,79
2909,79,22
2910,22,106
2911,106,221
2912,221,42
2913,42,190
2914,190,85
2915,85,155
2916,155,62
2917,62,203
2918,203,37
2919,37,212
2920,212,64
2921,64,149
2922,149,85
2923,85,179
2924,179,60
2925,60,185
2926,185,46
2927,46,200
2928,200,29
2929,29,211
2930,211,23
2931,23,104
2932,104,172
2933,172,67
2934,67,152
2935,152,35
2936,35,190
2937,190,48
2938,48,193
2939,193,70
2940,70,167
2941,167,109
2942,109,190
2943,190,24
2944,24,213
2945,213,114
2946,114,43
2947,43,120
2948,120,32
2949,32,197
2950,197,41
2951,41,111
2952,111,170
2953,170,75
2954,75,166
2955,166,97
2956,97,143
2957,143,91
2958,91,185
2959,185,84
2960,84,30
2961,30,75
2962,75,138
2963,138,11
2964,11,127
2965,127,17
2966,17,145
2967,145,91
2968,91,160
2969,160,81
2970,81,133
2971,133,1
2972,1,104
2973,104,222
2974,222,141
2975,141,56
2976,56,174
2977,174,66
2978,66,192
2979,192,49
2980,49,184
2981,184,66
2982,66,135
2983,135,82
2984,82,32
2985,32,221
2986,221,40
2987,40,202
2988,202,19
2989,19,100
2990,100,184
2991,184,80
2992,80,20
2993,20,118
2994,118,199
2995,199,38
2996,38,170
2997,170,106
2998,106,222
2999,222,170
3000,170,73
3001,73,188
3002,188,59
3003,59,208
3004,208,51
3005,51,165
3006,165,78
3007,78,149
3008,149,89
3009,89,163
3010,163,31
3011,31,213
3012,213,38
3013,38,195
3014,195,47
3015,47,207
3016,207,44
3017,44,174
3018,174,63
3019,63,186
3020,186,74
3021,74,160
3022,160,92
3023,92,177
3024,177,64
3025,64,167
3026,167,85
3027,85,181
3028,181,53
3029,53,188
3030,188,24
3031,24,74
3032,74,151
3033,151,77
3034,77,169
3035,169,67
3036,67,167
3037,167,223
3038,223,34
3039,34,216
3040,216,168
3041,168,69
3042,69,203
3043,203,18
3044,18,153
3045,153,12
3046,12,117
3047,117,179
3048,179,54
3049,54,195
3050,195,40
3051,40,189
3052,189,52
3053,52,173
3054,173,66
3055,66,185
3056,185,51
3057,51,202
3058,202,65
3059,65,199
3060,199,31
3061,31,72
3062,72,178
3063,178,112
3064,112,194
3065,194,55
3066,55,177
3067,177,68
3068,68,162
3069,162,97
3070,97,157
3071,157,78
3072,78,202
3073,202,25
3074,25,108
3075,108,4
3076,4,98
3077,98,151
3078,151,92
3079,92,144
3080,144,237
3081,237,136
3082,136,17
3083,17,98
3084,98,165
3085,165,88
3086,88,239
3087,239,121
3088,121,208
3089,208,28
3090,28,217
3091,217,36
3092,36,209
3093,209,131
3094,131,204
3095,204,53
3096,53,198
3097,198,22
3098,22,113
3099,113,37
3100,37,208
3101,208,128
3102,128,49
3103,49,179
3104,179,58
3105,58,171
3106,171,86
3107,86,177
3108,177,47
3109,47,224
3110,224,90
3111,90,146
3112,146,41
3113,41,187
3114,187,15
3115,15,134
3116,134,226
3117,226,98
3118,98,161
3119,161,73
3120,73,152
3121,152,28
3122,28,210
3123,210,47
3124,47,199
3125,199,43
3126,43,186
3127,186,94
3128,94,143
3129,143,83
3130,83,158
3131,158,64
3132,64,170
3133,170,68
3134,68,196
3135,196,78
3136,78,160
3137,160,104
3138,104,232
3139,232,96
3140,96,239
3141,239,87
3142,87,183
3143,183,21
3144,21,126
3145,126,5
3146,5,100
3147,100,151
3148,151,89
3149,89,138
3150,138,80
3151,80,201
3152,201,37
3153,37,181
3154,181,61
3155,61,188
3156,188,81
3157,81,166
3158,166,71
3159,71,159
3160,159,93
3161,93,172
3162,172,60
3163,60,175
3164,175,221
3165,221,172
3166,172,113
3167,113,216
3168,216,52
3169,52,171
3170,171,50
3171,50,206
3172,206,21
3173,21,77
3174,77,167
3175,167,58
3176,58,182
3177,182,45
3178,45,189
3179,189,60
3180,60,163
3181,163,52
3182,52,194
3183,194,110
3184,110,224
3185,224,135
3186,135,10
3187,10,127
3188,127,32
3189,32,196
3190,196,115
3191,115,200
3192,200,22
3193,22,203
3194,203,31
3195,31,189
3196,189,57
3197,57,181
3198,181,64
3199,64,173
3200,173,82
3201,82,150
3202,150,77
3203,77,28
3204,28,199
3205,199,55
3206,55,190
3207,190,13
3208,13,152
3209,152,88
3210,88,160
3211,160,69
3212,69,28
3213,28,205
3214,205,42
3215,42,185
3216,185,62
3217,62,162
3218,162,218
3219,218,29
3220,29,195
3221,195,82
3222,82,144
3223,144,93
3224,93,237
3225,237,127
3226,127,188
3227,188,104
3228,104,28
3229,28,134
3230,134,58
3231,58,147
3232,147,79
3233,79,191
3234,191,55
3235,55,203
3236,203,238
3237,238,197
3238,197,132
3239,132,8
3240,8,98
3241,98,16
3242,16,152
3243,152,76
3244,76,29
3245,29,128
3246,128,201
3247,201,58
3248,58,192
3249,192,37
3250,37,216
3251,216,47
3252,47,120
3253,120,70
3254,70,154
3255,154,49
3256,49,196
3257,196,44
3258,44,155
3259,155,15
3260,15,140
3261,140,228
3262,228,54
3263,54,214
3264,214,26
3265,26,102
3266,102,167
3267,167,83
3268,83,136
3269,136,67
3270,67,188
3271,188,62
3272,62,170
3273,170,213
3274,213,47
3275,47,118
3276,118,14
3277,14,149
3278,149,79
3279,79,139
3280,139,218
3281,218,34
3282,34,207
3283,207,22
3284,22,70
3285,70,32
3286,32,185
3287,185,86
3288,86,163
3289,163,214
3290,214,109
3291,109,3
3292,3,140
3293,140,92
3294,92,239
3295,239,145
3296,145,97
3297,97,9
3298,9,209
3299,209,29
3300,29,201
3301,201,77
3302,77,159
3303,159,101
3304,101,236
3305,236,146
3306,146,99
3307,99,176
3308,176,55
3309,55,132
3310,132,2
3311,2,120
3312,120,21
3313,21,73
3314,73,30
3315,30,197
3316,197,77
3317,77,181
3318,181,68
3319,68,184
3320,184,63
3321,63,169
3322,169,88
3323,88,154
3324,154,80
3325,80,178
3326,178,42
3327,42,222
3328,222,35
3329,35,195
3330,195,51
3331,51,174
3332,174,112
3333,112,218
3334,218,48
3335,48,206
3336,206,39
3337,39,108
3338,108,23
3339,23,153
3340,153,45
3341,45,192
3342,192,14
3343,14,143
3344,143,216
3345,216,70
3346,70,144
3347,144,60
3348,60,186
3349,186,46
3350,46,118
3351,118,228
3352,228,103
3353,103,189
3354,189,36
3355,36,175
3356,175,49
3357,49,156
3358,156,58
3359,58,188
3360,188,82
3361,82,18
3362,18,78
3363,78,193
3364,193,39
3365,39,226
3366,226,175
3367,175,81
3368,81,136
3369,136,217
3370,217,123
3371,123,206
3372,206,36
3373,36,156
3374,156,70
3375,70,178
3376,178,220
3377,220,107
3378,107,228
3379,228,133
3380,133,82
3381,82,165
3382,165,213
3383,213,11
3384,11,131
3385,131,13
3386,13,208
3387,208,170
3388,170,79
3389,79,199
3390,199,44
3391,44,215
3392,215,161
3393,161,28
3394,28,224
3395,224,164
3396,164,56
3397,56,158
3398,158,96
3399,96,154
3400,154,76
3401,76,169
3402,169,215
3403,215,26
3404,26,82
3405,82,198
3406,198,76
3407,76,184
3408,184,84
3409,84,149
3410,149,22
3411,22,76
3412,76,165
3413,165,101
3414,101,154
3415,154,89
3416,89,174
3417,174,62
3418,62,178
3419,178,120
3420,120,234
3421,234,118
3422,118,10
3423,10,203
3424,203,59
3425,59,149
3426,149,100
3427,100,0
3428,0,130
3429,130,212
3430,212,43
3431,43,183
3432,183,56
3433,56,190
3434,190,16
3435,16,117
3436,117,24
3437,24,65
3438,65,155
3439,155,14
3440,14,134
3441,134,239
3442,239,194
3443,194,48
3444,48,168
3445,168,210
3446,210,73
3447,73,172
3448,172,71
3449,71,35
3450,35,75
3451,75,155
3452,155,86
3453,86,0
3454,0,204
3455,204,7
3456,7,218
3457,218,118
3458,118,44
3459,44,201
3460,201,40
3461,40,220
3462,220,36
3463,36,69
3464,69,195
3465,195,92
3466,92,153
3467,153,102
3468,102,174
3469,174,57
3470,57,229
3471,229,169
3472,169,104
3473,104,227
3474,227,173
3475,173,90
3476,90,147
3477,147,67
3478,67,197
3479,197,61
3480,61,20
3481,20,74
3482,74,171
3483,171,207
3484,207,237
3485,237,85
3486,85,164
3487,164,77
3488,77,19
3489,19,81
3490,81,162
3491,162,72
3492,72,186
3493,186,57
3494,57,198
3495,198,50
3496,50,191
3497,191,41
3498,41,199
3499,199,12
3500,12,212
3501,212,27
3502,27,201
3503,201,11
3504,11,215
3505,215,43
3506,43,204
3507,204,29
3508,29,87
3509,87,231
3510,231,124
3511,124,48
3512,48,175
3513,175,213
3514,213,40
3515,40,145
3516,145,227
3517,227,129
3518,129,225
3519,225,146
3520,146,91
3521,91,162
3522,162,86
3523,86,169
3524,169,75
3525,75,124
3526,124,9
3527,9,143
3528,143,95
3529,95,182
3530,182,49
3531,49,191
3532,191,85
3533,85,147
3534,147,52
3535,52,181
3536,181,88
3537,88,138
3538,138,70
3539,70,186
3540,186,41
3541,41,176
3542,176,64
3543,64,185
3544,185,125
3545,125,199
3546,199,68
3547,68,23
3548,23,199
3549,199,4
3550,4,228
3551,228,172
3552,172,66
3553,66,32
3554,32,72
3555,72,179
3556,179,34
3557,34,227
3558,227,166
3559,166,87
3560,87,154
3561,154,91
3562,91,238
3563,238,206
3564,206,15
3565,15,210
3566,210,37
3567,37,166
3568,166,69
3569,69,183
3570,183,54
3571,54,185
3572,185,79
3573,79,165
3574,165,32
3575,32,186
3576,186,47
3577,47,192
3578,192,28
3579,28,115
3580,115,0
3581,0,201
3582,201,60
3583,60,205
3584,205,19
3585,19,122
3586,122,2
3587,2,110
3588,110,230
3589,230,121
3590,121,184
3591,184,116
3592,116,21
3593,21,85
3594,85,177
3595,177,111
3596,111,203
3597,203,46
3598,46,195
3599,195,20
3600,20,138
3601,138,59
3602,59,174
3603,174,74
3604,74,194
3605,194,131
3606,131,50
3607,50,151
3608,151,80
3609,80,193
3610,193,19
3611,19,196
3612,196,1
3613,1,144
3614,144,232
3615,232,94
3616,94,147
3617,147,17
3618,17,75
3619,75,219
3620,219,6
3621,6,213
3622,213,107
3623,107,10
3624,10,217
3625,217,238
3626,238,89
3627,89,162
3628,162,52
3629,52,212
3630,212,33
3631,33,64
3632,64,166
3633,166,76
3634,76,189
3635,189,69
3636,69,179
3637,179,91
3638,91,172
3639,172,96
3640,96,236
3641,236,219
3642,219,108
3643,108,14
3644,14,100
3645,100,170
3646,170,58
3647,58,23
3648,23,66
3649,66,200
3650,200,39
3651,39,159
3652,159,55
3653,55,230
3654,230,126
3655,126,77
3656,77,139
3657,139,87
3658,87,157
3659,157,65
3660,65,174
3661,174,37
3662,37,205
3663,205,239
3664,239,214
3665,214,173
3666,173,53
3667,53,190
3668,190,68
3669,68,153
3670,153,16
3671,16,216
3672,216,8
3673,8,124
3674,124,182
3675,182,87
3676,87,162
3677,162,33
3678,33,199
3679,199,1
3680,1,193
3681,193,64
3682,64,189
3683,189,126
3684,126,47
3685,47,184
3686,184,74
3687,74,168
3688,168,109
3689,109,24
3690,24,57
3691,57,153
3692,153,71
3693,71,22
3694,22,186
3695,186,44
3696,44,110
3697,110,193
3698,193,37
3699,37,163
3700,163,106
3701,106,226
3702,226,27
3703,27,207
3704,207,40
3705,40,203
3706,203,52
3707,52,149
3708,149,96
3709,96,229
3710,229,32
3711,32,191
3712,191,108
3713,108,9
3714,9,150
3715,150,90
3716,90,200
3717,200,55
3718,55,130
3719,130,7
3720,7,230
3721,230,166
3722,166,212
3723,212,20
3724,20,76
3725,76,173
3726,173,86
3727,86,140
3728,140,58
3729,58,180
3730,180,35
3731,35,201
3732,201,46
3733,46,174
3734,174,212
3735,212,120
3736,120,71
3737,71,183
3738,183,94
3739,94,2
3740,2,192
3741,192,41
3742,41,202
3743,202,54
3744,54,137
3745,137,14
3746,14,211
3747,211,177
3748,177,45
3749,45,157
3750,157,84
3751,84,189
3752,189,51
3753,51,213
3754,213,0
3755,0,147
3756,147,76
3757,76,161
3758,161,95
3759,95,142
3760,142,30
3761,30,195
3762,195,63
3763,63,47
3764,47,173
3765,173,61
3766,61,141
3767,141,235
3768,235,208
3769,208,15
3770,15,78
3771,78,162
3772,162,83
3773,83,193
3774,193,58
3775,58,37
3776,37,68
3777,68,149
3778,149,94
3779,94,167
3780,167,66
3781,66,30
3782,30,206
3783,206,35
3784,35,214
3785,214,17
3786,17,200
3787,200,76
3788,76,33
3789,33,222
3790,222,238
3791,238,215
3792,215,126
3793,126,193
3794,193,44
3795,44,159
3796,159,59
3797,59,168
3798,168,85
3799,85,228
3800,228,26
3801,26,196
3802,196,31
3803,31,232
3804,232,83
3805,83,16
3806,16,119
3807,119,23
3808,23,115
3809,115,219
3810,219,15
3811,15,202
3812,202,175
3813,175,78
3814,78,27
3815,27,143
3816,143,89
3817,89,157
3818,157,66
3819,66,38
3820,38,205
3821,205,3
3822,3,150
3823,150,30
3824,30,104
3825,104,11
3826,11,229
3827,229,114
3828,114,34
3829,34,75
3830,75,182
3831,182,80
3832,80,145
3833,145,41
3834,41,195
3835,195,70
3836,70,184
3837,184,55
3838,55,167
3839,167,218
3840,218,237
3841,237,109
3842,109,165
3843,165,221
3844,221,92
3845,92,168
3846,168,80
3847,80,134
3848,134,56
3849,56,188
3850,188,52
3851,52,185
3852,185,21
3853,21,197
3854,197,128
3855,128,196
3856,196,35
3857,35,136
3858,136,18
3859,18,198
3860,198,125
3861,125,20
3862,20,204
3863,204,39
3864,39,65
3865,65,187
3866,187,77
3867,77,171
3868,171,70
3869,70,23
3870,23,152
3871,152,93
3872,93,177
3873,177,87
3874,87,223
3875,223,129
3876,129,33
3877,33,81
3878,81,132
3879,132,12
3880,12,227
3881,227,78
3882,78,152
3883,152,89
3884,89,32
3885,32,167
3886,167,220
3887,220,13
3888,13,212
3889,212,176
3890,176,117
3891,117,216
3892,216,82
3893,82,192
3894,192,51
3895,51,207
3896,207,18
3897,18,100
3898,100,24
3899,24,104
3900,104,173
3901,173,57
3902,57,41
3903,41,164
3904,164,105
3905,105,158
3906,158,82
3907,82,22
3908,22,162
3909,162,223
3910,223,173
3911,173,219
3912,219,85
3913,85,158
3914,158,74
3915,74,37
3916,37,190
3917,190,43
3918,43,64
3919,64,136
3920,136,71
3921,71,188
3922,188,14
3923,14,217
3924,217,109
3925,109,172
3926,172,58
3927,58,40
3928,40,2
3929,2,18
3930,18,150
3931,150,25
3932,25,211
3933,211,113
3934,113,39
3935,39,175
3936,175,191
3937,191,104
3938,104,16
3939,16,140
3940,140,91
3941,91,227
3942,227,42
3943,42,209
3944,209,178
3945,178,56
3946,56,198
3947,198,122
3948,122,72
3949,72,22
3950,22,147
3951,147,68
3952,68,182
3953,182,61
3954,61,184
3955,184,45
3956,45,165
3957,165,104
3958,104,233
3959,233,10
3960,10,140
3961,140,71
3962,71,180
3963,180,62
3964,62,158
3965,158,215
3966,215,17
3967,17,67
3968,67,49
3969,49,201
3970,201,21
3971,21,223
3972,223,111
3973,111,191
3974,191,60
3975,60,23
3976,23,138
3977,138,5
3978,5,227
3979,227,124
3980,124,16
3981,16,151
3982,151,5
3983,5,220
3984,220,112
3985,112,236
3986,236,88
3987,88,184
3988,184,53
3989,53,200
3990,200,43
3991,43,194
3992,194,67
3993,67,29
3994,29,193
3995,193,129
3996,129,23
3997,23,75
3998,75,153
3999,153,90
4000,90,169
4001,169,209
4002,209,16
4003,16,77
4004,77,146
4005,146,97
4006,97,148
4007,148,48
4008,48,114
4009,114,227
4010,227,80
4011,80,164
4012,164,95
4013,95,224
4014,224,12
4015,12,100
4016,100,150
4017,150,96
4018,96,160
4019,160,223
4020,223,142
4021,142,8
4022,8,212
4023,212,168
4024,168,184
4025,184,42
4026,42,203
4027,203,33
4028,33,59
4029,59,164
4030,164,89
4031,89,194
4032,194,16
4033,16,68
4034,68,166
4035,166,224
4036,224,2
4037,2,202
4038,202,26
4039,26,149
4040,149,5
4041,5,198
4042,198,54
4043,54,174
4044,174,192
4045,192,71
4046,71,27
4047,27,148
4048,148,53
4049,53,136
4050,136,33
4051,33,65
4052,65,181
4053,181,84
4054,84,197
4055,197,7
4056,7,126
4057,126,239
4058,239,89
4059,89,146
4060,146,58
4061,58,187
4062,187,105
4063,105,216
4064,216,182
4065,182,82
4066,82,17
4067,17,208
4068,208,32
4069,32,77
4070,77,199
4071,199,69
4072,69,119
4073,119,42
4074,42,175
4075,175,85
4076,85,28
4077,28,70
4078,70,189
4079,189,47
4080,47,205
4081,205,172
4082,172,87
4083,87,170
4084,170,102
4085,102,152
4086,152,22
4087,22,192
4088,192,56
4089,56,172
4090,172,31
4091,31,211
4092,211,36
4093,36,143
4094,143,222
4095,222,13
4096,13,215
4097,215,20
4098,20,157
4099,157,76
4100,76,127
4101,127,203
4102,203,25
4103,25,154
4104,154,63
4105,63,44
4106,44,189
4107,189,26
4108,26,90
4109,90,161
4110,161,80
4111,80,196
4112,196,180
4113,180,86
4114,86,1
4115,1,225
4116,225,159
4117,159,96
4118,96,142
4119,142,91
4120,91,168
4121,168,76
4122,76,216
4123,216,3
4124,3,132
4125,132,212
4126,212,115
4127,115,7
4128,7,98
4129,98,222
4130,222,80
4131,80,21
4132,21,150
4133,150,207
4134,207,181
4135,181,101
